Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
1,"S Gideon","Pembelajaran Simulasi Pencitraan Ct Dengan Menggunakan Prinsip Rekonstruksi Citra Dalam Software Matlab",2015,"Jurnal Dinamika Pendidikan","ejournal.uki.ac.id","http://ejournal.uki.ac.id/index.php/jdp/article/view/127","https://scholar.google.com/scholar?cites=16238853257273925158&as_sdt=2005&sciodt=0,5&hl=en",1,"2019-10-19","","","","",,,,,1,0.25,1,1,4
7,"N Purwaningsih, I Soesanti…","Ekstraksi Ciri Tekstur Citra Kulit Sapi Berbasis Co-occurrence Matrix",2015,"Semnasteknomedia …","ojs.amikom.ac.id","https://www.ojs.amikom.ac.id/index.php/semnasteknomedia/article/download/734/703","https://scholar.google.com/scholar?cites=208429488275674339&as_sdt=2005&sciodt=0,5&hl=en",2,"2019-10-19","PDF","","","",,,,,7,1.75,2,3,4
3,"N Nurhasanah, J Sampurno","Penentuan Densitas Citra X Ray Tulang Tangan Dengan Metode Fraktal Berbasis Analisis Fourier",2015,"SEMIRATA 2015","jurnal.untan.ac.id","http://jurnal.untan.ac.id/index.php/semirata2015/article/view/13531","https://scholar.google.com/scholar?cites=16166630926802745455&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-10-19","","","","",,,,,3,0.75,2,2,4
4,"P Chyan, SC Sumarta","Rancang Bangun Mesin Pencari Citra Dengan Pendekatan Temu Balik Berbasis Konten",2015,"TEMATIKA, Journal of Informatics and …","tematika.uajm.ac.id","http://tematika.uajm.ac.id/index.php/tematika/article/view/44","https://scholar.google.com/scholar?cites=5842374456631221704&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-10-19","","","","",,,,,4,1.00,2,2,4
0,"A ULFA","RANCANG BANGUN PERANGKAT KERAS ELECTRICAL IMPEDANCE TOMOGRAPHY (EIT) 16 ELEKTRODA DENGAN OBJEK PHANTOM",2015,"","repository.unair.ac.id","http://repository.unair.ac.id/id/eprint/27949","",5,"2019-10-19","","","","",,,,,0,0.00,0,1,4
2,"R Rodiah, MYM Fitrianingsih","Penerapan Fuzzy Logic Inference System Metode Mamdani Sebagai Penunjang Diagnosis Kanker Paru",2015,"Conference: Forum Informatika …","researchgate.net","https://www.researchgate.net/profile/Rodiah_Rodiah2/publication/301348494_Penerapan_Fuzzy_Logic_Inference_System_Metode_Mamdani_Sebagai_Penunjang_Diagnosis_Kanker_Paru/links/571462e908aeff315ba35e13.pdf","https://scholar.google.com/scholar?cites=10313454753711415146&as_sdt=2005&sciodt=0,5&hl=en",6,"2019-10-19","PDF","","","",,,,,2,0.50,1,2,4
0,"H Uinarni","Pencitraan Elastisitas Jaringan dengan Ultrasonografi pada Analisa Tumor Mammae",2015,"Jurnal Radiologi Indonesia","jurnalradiologiindonesia.org","http://jurnalradiologiindonesia.org/index.php/jri/article/view/15","",7,"2019-10-19","","","","",,,,,0,0.00,0,1,4
1,"E Prasetyo, I Santoso, B Setiyono","Klasifikasi Citra Beras Berdasarkan Pencirian Matriks Ko-okurensi Aras Keabuan Menggunakan k-Nearest Neighbor",2015,"Makalah Seminar Tugas Akhir …","elektro.undip.ac.id","http://www.elektro.undip.ac.id/el_kpta/wp-content/uploads/2012/05/L2F709002_MTA.pdf","https://scholar.google.com/scholar?cites=14904964904062334912&as_sdt=2005&sciodt=0,5&hl=en",8,"2019-10-19","PDF","","","",,,,,1,0.25,0,3,4
1,"PW Utama, A Rusdinar…","Simulasi Dan Analisis Multiple Object Tracking Berbasis Pengolahan Citra Digital Dan Particle Swarm Optimization",2015,"eProceedings …","… .telkomuniversity.ac.id","https://libraryeproceeding.telkomuniversity.ac.id/index.php/engineering/article/view/852","https://scholar.google.com/scholar?cites=3963832285666887963&as_sdt=2005&sciodt=0,5&hl=en",9,"2019-10-19","","","","",,,,,1,0.25,0,3,4
0,"D Masmawati, TAB Wirayuda…","Deteksi Copy-move Pada Pemalsuan Citra Menggunakan Local Binary Pattern Dan Svd-matching",2015,"eProceedings …","… .telkomuniversity.ac.id","https://libraryeproceeding.telkomuniversity.ac.id/index.php/engineering/article/view/1351","",10,"2019-10-19","","","","",,,,,0,0.00,0,3,4
0,"MAB Putra, IMAS Wijaya","PENGEMBANGAN ALGORITMA IMAGE PROCESSING UNTUK MENDUGA HASIL PANEN PADI",,"Jurnal BETA (Biosistem dan Teknik Pertanian)","ojs.unud.ac.id","https://ojs.unud.ac.id/index.php/beta/article/view/19737","",11,"2019-10-19","","","","",,,,,0,0.00,0,2,
0,"O Ivansyah","Implementasi Deteksi Tepi Canny pada Citra Mammografi",2015,"Jurnal Aplikasi Fisika","ojs.uho.ac.id","http://ojs.uho.ac.id/index.php/JAF/article/view/1297","",12,"2019-10-19","","","","",,,,,0,0.00,0,1,4
0,"AJ Petrarizky, SA Gondhowiardjo","Akurasi Geometri Pasien yang Menjalani Radioterapi Stereotaktik di Departemen Radioterapi RSCM",2015,"Radioterapi & Onkologi Indonesia","pori.or.id","http://www.pori.or.id/journal/index.php/JORI/article/view/28","",13,"2019-10-19","","","","",,,,,0,0.00,0,2,4
0,"L Arlianti, M Harsini, P Pudjiastuti","DEGRADASI ELEKTROKIMIA KUNING METANIL MENGGUNAKAN ELEKTRODA PASTA KARBON NANOPORI",,"JURNAL MATEMATIKA DAN ILMU …","fst.unair.ac.id","http://fst.unair.ac.id/wp-content/uploads/2017/01/JMIPA-Vol.-17-No.-2-Juli-2014.pdf#page=24","",14,"2019-10-19","PDF","","","",,,,,0,0.00,0,3,
0,"TN Sujatnol, T Trikasjono","PEMBUATAN SISTEM PENGENDALI PARAMETER TEGANGAN, ARUS DAN PEWAKTU PADA PESAWAT SINAR-X MOBILE TYPE IX 7-02 MENGGUNAKAN …",,"repo-nkm.batan.go.id","","http://repo-nkm.batan.go.id/1783/1/PEMBUATAN%20SISTEM%20PENGENDALI%20PARAMETER%20TEGANGAN%2C%20ARUS%20DAN%20PEWAKTU%20PADA%20PESAWAT%20SINAR-X%20MOBILE%20TYPE%20IX%207-02%20MENGGUNAKAN%20PERSONAL%20COMPUTER.pdf.crdownload.pdf","",15,"2019-10-19","PDF","","","",,,,,0,0.00,0,2,
0,"N Nicco, I Fahruzi","Rancang Bangun Sistem Biometrik Pengenalan Wajah Menggunakan Principal Component Analysis",2015,"Jurnal Integrasi","jurnal.polibatam.ac.id","https://jurnal.polibatam.ac.id/index.php/JI/article/view/92","",16,"2019-10-19","","","","",,,,,0,0.00,0,2,4
1,"LW Astuti, T Handayani","Klasifikasi Mri Otak Menggunakan Jaringan Syaraf Tiruan Berdasarkan Data Wavelet yang Direduksi dengan Ncmf",2015,"Seminar Nasional Informatika …","jurnal.upnyk.ac.id","http://www.jurnal.upnyk.ac.id/index.php/semnasif/article/view/1056","https://scholar.google.com/scholar?cites=13903265786699827171&as_sdt=2005&sciodt=0,5&hl=en",17,"2019-10-19","","","","",,,,,1,0.25,1,2,4
