"Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age	"
"19,""EV Haryanto, UP Utama"",""Jaringan Komputer"",2012,"""",""books.google.com"",""https://books.google.com/books?hl=en&lr=&id=LIuACwAAQBAJ&oi=fnd&pg=PR3&dq=%22jaringan+komputer%22&ots=cKaWHV07XD&sig=V6pJkypb4WIxAkTGX2CsTp0Hl3Q"",""https://scholar.google.com/scholar?cites=15459125262801415930&as_sdt=2005&sciodt=0,5&hl=en"",1,""2019-05-22"",""BOOK"","""","""","""",,,,,19,2.71,10,2,7	"
"16,""P Utomo, BE Purnama"",""Pengembangan Jaringan Komputer Universitas Surakarta Berdasarkan Perbandingan Protokol Routing Information Protokol (RIP) Dan Protokol Open Shortest …"",2012,""IJNS-Indonesian Journal on Networking and …"",""ijns.org"",""http://ijns.org/journal/index.php/ijns/article/view/140/137"",""https://scholar.google.com/scholar?cites=12625920674792173659&as_sdt=2005&sciodt=0,5&hl=en"",2,""2019-05-22"",""PDF"","""","""","""",,,,,16,2.29,8,2,7	"
"13,""BI Cahya"",""Penggunaan Aplikasi Multimedia Pembelajaran Topologi Jaringan Komputer Berbasis Macromedia Flash untuk Meningkatkan Hasil Belajar Mata Pelajaran …"",2012,""Jurnal. Universitas Negeri Yogyakarta"",""core.ac.uk"",""https://core.ac.uk/download/pdf/33525780.pdf"",""https://scholar.google.com/scholar?cites=17230690347318891944&as_sdt=2005&sciodt=0,5&hl=en"",3,""2019-05-22"",""PDF"","""","""","""",,,,,13,1.86,13,1,7	"
"7,""IBVH Manuaba, R Hidayat…"",""Evaluasi Keamanan Akses Jaringan Komputer Nirkabel (Kasus: Kantor Pusat Fakultas Teknik Universitas Gadjah Mada)"",2012,""Jurnal Nasional Teknik …"",""ejnteti.jteti.ugm.ac.id"",""http://ejnteti.jteti.ugm.ac.id/index.php/JNTETI/article/view/3"",""https://scholar.google.com/scholar?cites=11554192453095511551&as_sdt=2005&sciodt=0,5&hl=en"",4,""2019-05-22"","""","""","""","""",,,,,7,1.00,2,3,7	"
"12,""Y Hendriana"",""Evaluasi Implementasi Keamanan Jaringan Virtual Private Network (VPN)(Studi Kasus pada CV. Pangestu Jaya)"",2012,""Jurnal Teknologi"",""jurtek.akprind.ac.id"",""http://jurtek.akprind.ac.id/sites/default/files/132-142_yana.pdf"",""https://scholar.google.com/scholar?cites=6807973601402587353&as_sdt=2005&sciodt=0,5&hl=en"",5,""2019-05-22"",""PDF"","""","""","""",,,,,12,1.71,12,1,7	"
"165,""S Haryoko"",""Efektivitas pemanfaatan media audio-visual sebagai alternatif optimalisasi model pembelajaran"",2012,""Jurnal Edukasi Elektro"",""academia.edu"",""http://www.academia.edu/download/39899592/972-3008-1-PB.pdf"",""https://scholar.google.com/scholar?cites=14750365341465132894&as_sdt=2005&sciodt=0,5&hl=en"",6,""2019-05-22"",""PDF"","""","""","""",,,,,165,23.57,165,1,7	"
"11,""DFJ Patih"",""Analisa Perancangan Server Voip (Voice Internet Protocol) Dengan Opensource Asterisk Dan VPN (Virtual Private Network) Sebagai Pengaman Jaringan Antar …"",2012,""Jurnal Informatika dan Teknik Elektro Terapan"",""journal.eng.unila.ac.id"",""http://journal.eng.unila.ac.id/index.php/jitet/article/view/23"",""https://scholar.google.com/scholar?cites=4307761580621818832&as_sdt=2005&sciodt=0,5&hl=en"",7,""2019-05-22"","""","""","""","""",,,,,11,1.57,11,1,7	"
"4,""AR Syujak"",""Deteksi Dan Pencegahan Flooding Data Pada Jaringan Komputer"",2012,"""",""eprints.ums.ac.id"",""http://eprints.ums.ac.id/id/eprint/20396"",""https://scholar.google.com/scholar?cites=10816131230691037835&as_sdt=2005&sciodt=0,5&hl=en"",8,""2019-05-22"","""","""","""","""",,,,,4,0.57,4,1,7	"
"5,""DH Santoso"",""Pembangunan Jaringan Local Area Network Smp Negeri 2 Sumberlawang"",2012,""IJNS-Indonesian Journal on Networking and Security"",""ijns.org"",""http://www.ijns.org/journal/index.php/ijns/article/view/85"",""https://scholar.google.com/scholar?cites=3039674315207053972&as_sdt=2005&sciodt=0,5&hl=en"",9,""2019-05-22"","""","""","""","""",,,,,5,0.71,5,1,7	"
