"1,""DA Sulistianto"",""Pembangunan Jaringan Komputer Commanditaire Vennootschap (CV) Dino Mandiri Karanganyar"",2011,""Seruni-Seminar Riset Unggulan Nasional …"",""portal.ejurnal.net"",""http://portal.ejurnal.net/index.php/seruni/article/view/1039"",""https://scholar.google.com/scholar?cites=354410373567349653&as_sdt=2005&sciodt=0,5&hl=en"",43,""2019-05-17"","""","""","""","""",,,,,1,0.13,1,1,8		"
"28,""A Nasir, R Oktari"",""Pengaruh Pemanfaatan Teknologi Informasi dan Pengendalian Intern Terhadap Kinerja Instansi Pemerintah (Studi Pada Satuan Kerja Perangkat Daerah …"",2011,""Jurnal Ekonomi"","""","""",""https://scholar.google.com/scholar?cites=1347478824068536549&as_sdt=2005&sciodt=0,5&hl=en"",44,""2019-05-17"",""CITATION"","""","""","""",,,,,28,3.50,14,2,8		"
"2,""P Kurniawan"",""Topologi Jaringan Komputer"",2011,""… . undip. ac. id/2009/07/19/topologi-jaringan-komputer/5 …"","""","""",""https://scholar.google.com/scholar?cites=14720754078995528429&as_sdt=2005&sciodt=0,5&hl=en"",45,""2019-05-17"",""CITATION"","""","""","""",,,,,2,0.25,2,1,8		"
"18,""RSA Rejeki, AP Utomo"",""Perancangan dan pengaplikasian sistem penjualan pada “Distro Smith” Berbasis E-commerce"",2011,""Dinamik"",""unisbank.ac.id"",""https://www.unisbank.ac.id/ojs/index.php/fti1/article/view/463"",""https://scholar.google.com/scholar?cites=10263013888930353155&as_sdt=2005&sciodt=0,5&hl=en"",46,""2019-05-17"","""","""","""","""",,,,,18,2.25,9,2,8		"
"5,""A Subardono, LE Nugroho, S Sumaryono"",""Analisis Performa Wireless Distribution System Konfigurasi Star dan Mesh Untuk Hotspot Area"",2011,"""",""repository.ugm.ac.id"",""https://repository.ugm.ac.id/91871/1/Analisis%20Performa%20Wireless%20Distribution%20System%20Konfigurasi%20Star%20dan%20Mesh%20Untuk%20Hotspot%20Area.pdf"",""https://scholar.google.com/scholar?cites=14926955935887724985&as_sdt=2005&sciodt=0,5&hl=en"",47,""2019-05-17"",""PDF"","""","""","""",,,,,5,0.63,2,3,8		"
"1,""FX Arunanto, S Isman"",""ALGORITMA PARALEL FP-GROWTH UNTUK PENGGALIAN KAIDAH ASOSIASI PADA JARINGAN KOMPUTER"",2011,""JUTI: Jurnal Ilmiah Teknologi Informasi"",""juti.if.its.ac.id"",""http://juti.if.its.ac.id/index.php/juti/article/view/37"",""https://scholar.google.com/scholar?cites=13001900226122064068&as_sdt=2005&sciodt=0,5&hl=en"",48,""2019-05-17"","""","""","""","""",,,,,1,0.13,1,2,8		"
"2,""DB Hertanto"",""Upaya Peningkatan Kualitas Kuliah Jaringan Komputer melalui Penerapan Media Pembelajaran Packet Tracer 5.0"",2011,""Jurnal Pendidikan Teknologi dan Kejuruan"",""journal.uny.ac.id"",""https://journal.uny.ac.id/index.php/jptk/article/view/7753"",""https://scholar.google.com/scholar?cites=5317241490612330170&as_sdt=2005&sciodt=0,5&hl=en"",49,""2019-05-17"","""","""","""","""",,,,,2,0.25,2,1,8		"
"1,""J Handoyo"",""KAJIAN PENGGUNAAN MIKROTIK ROUTER OSTM SEBAGAI ROUTER PADA JARINGAN KOMPUTER"",2011,""Jurnal Transformatika"",""journals.usm.ac.id"",""http://journals.usm.ac.id/index.php/transformatika/article/view/54"",""https://scholar.google.com/scholar?cites=13696655965379162884&as_sdt=2005&sciodt=0,5&hl=en"",50,""2019-05-17"","""","""","""","""",,,,,1,0.13,1,1,8		"
"1,""L Yulianto, A Rochim, T Andromeda"",""Perancangan dan Implementasi Perangkat Lunak Telephone IP Pada Jaringan Komputer Lokal"",2011,""Transmisi"",""academia.edu"",""http://www.academia.edu/download/46777290/pdf.pdf"",""https://scholar.google.com/scholar?cites=16543771738964580738&as_sdt=2005&sciodt=0,5&hl=en"",51,""2019-05-17"",""PDF"","""","""","""",,,,,1,0.13,0,3,8		"
"32,""B Kurniawan"",""Enterprise architecture planning sistem informasi pada perguruan tinggi swasta dengan zachman framework"",2011,""Majalah Ilmiah UNIKOM"",""repository.unikom.ac.id"",""https://repository.unikom.ac.id/id/eprint/30526"",""https://scholar.google.com/scholar?cites=11426434084320841773&as_sdt=2005&sciodt=0,5&hl=en"",52,""2019-05-17"","""","""","""","""",,,,,32,4.00,32,1,8		"
