Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
20,"S Rohajawati, R Supriyati","Sistem Pakar: Diagnosis Penyakit Unggas Dengan Metode Certainty Factor",2010,"CommIT (Communication and …","journal.binus.ac.id","http://journal.binus.ac.id/index.php/commit/article/view/534","https://scholar.google.com/scholar?cites=15140913394058254652&as_sdt=2005&sciodt=0,5&hl=en",1,"2019-03-27","","","","",,,,,20,2.22,10,2,9
16,"D Daniel, G Virginia","Implementasi Sistem Pakar Untuk Mendiagnosis Penyakit Dengan Gejala Demam Menggunakan Metode Certainty Factor",2010,"Jurnal Informatika","labti.ukdw.ac.id","https://labti.ukdw.ac.id/ojs/index.php/informatika/article/view/82","https://scholar.google.com/scholar?cites=16533913701841197569&as_sdt=2005&sciodt=0,5&hl=en",2,"2019-03-27","","","","",,,,,16,1.78,8,2,9
16,"R Wijaya","Penggunaan Sistem Pakar dalam Pengembangan portal Informasi untuk Spesifikasi Jenis Penyakit Infeksi",2010,"J. Inform","academia.edu","http://www.academia.edu/download/32497219/265-777-1-PB.pdf","https://scholar.google.com/scholar?cites=3488223918727248702&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-03-27","PDF","","","",,,,,16,1.78,16,1,9
12,"D Puspitasari, E Martiana, Y Setiowati","Sistem Pakar Diagnosa Diabetes Nefropathy Dengan Metode Certainty Factor Berbasis Web dan Mobile",2010,"EEPIS Final Project","repo.pens.ac.id","http://repo.pens.ac.id/607/","https://scholar.google.com/scholar?cites=14789613221746371776&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-03-27","","","","",,,,,12,1.33,4,3,9
11,"H Al Fatta, S Wibowo","Sistem Pakar Untuk Mendiagnosa Penyakit Telinga Hidung Tenggorokan Pada Manusia",2010,"","p3m.amikom.ac.id","http://p3m.amikom.ac.id/p3m/dasi/juni08/05%20-%20AMIKOM_Yogyakarta_SISTEM%20PAKAR%20UNTUK%20MENDIAGNOSA%20PENYAKIT.pdf","https://scholar.google.com/scholar?cites=4659165959187490607&as_sdt=2005&sciodt=0,5&hl=en",5,"2019-03-27","PDF","","","",,,,,11,1.22,6,2,9
6,"A Fadli","Sistem Pakar Dasar",2010,"Ilmu Komputer, fadli. te. unsoed@ gmail. com, http …","ilmukomputer.org","http://www.ilmukomputer.org/wp-content/uploads/2010/09/Ari_Fadli_Sistem_Pakar_Dasar.pdf","https://scholar.google.com/scholar?cites=3140477738235338710&as_sdt=2005&sciodt=0,5&hl=en",6,"2019-03-27","PDF","","","",,,,,6,0.67,6,1,9
9,"N Sevani, M Marimin, H Sukoco","Sistem pakar penentuan kesesuaian lahan berdasarkan faktor penghambat terbesar (Maximum Limitation Factor) Untuk Tanaman Pangan",2010,"Jurnal Informatika","jurnalinformatika.petra.ac.id","http://jurnalinformatika.petra.ac.id/index.php/inf/article/view/18048","https://scholar.google.com/scholar?cites=15500525504244439986&as_sdt=2005&sciodt=0,5&hl=en",7,"2019-03-27","","","","",,,,,9,1.00,3,3,9
7,"AS Dhiana","Rancang bangun sistem pakar untuk mendeteksi gizi buruk pada balita",2010,"","repository.uinjkt.ac.id","http://repository.uinjkt.ac.id/dspace/bitstream/123456789/20963/1/AZIS%20SUKMA%20DHIANA-FST.pdf","https://scholar.google.com/scholar?cites=159376690462333365&as_sdt=2005&sciodt=0,5&hl=en",8,"2019-03-27","PDF","","","",,,,,7,0.78,7,1,9
5,"B Yuwono","Sistem Pakar Untuk Diagnosis Penyakit Ayam yang Disebabkan oleh Virus",2010,"Telematika","jurnal.upnyk.ac.id","http://jurnal.upnyk.ac.id/index.php/telematika/article/view/1418","https://scholar.google.com/scholar?cites=5511997526929460130&as_sdt=2005&sciodt=0,5&hl=en",9,"2019-03-27","","","","",,,,,5,0.56,5,1,9
5,"F Rumaisa, I Rijayana, T Nurafianti","Sistem Pakar Diagnosa Awal Kanker Serviks Dengan Metode Certainty Factor",2010,"","repository.widyatama.ac.id","https://repository.widyatama.ac.id/xmlui/handle/123456789/3594","https://scholar.google.com/scholar?cites=9075992728828315121&as_sdt=2005&sciodt=0,5&hl=en",10,"2019-03-27","","","","",,,,,5,0.56,2,3,9
4,"Z BUDIARSO","Sistem pakar untuk pembelajaran praktikum troubleshooting televisi",2010,"","etd.repository.ugm.ac.id","http://etd.repository.ugm.ac.id/index.php?mod=penelitian_detail&sub=PenelitianDetail&act=view&typ=html&buku_id=45180","https://scholar.google.com/scholar?cites=5145555359573356467&as_sdt=2005&sciodt=0,5&hl=en",11,"2019-03-27","","","","",,,,,4,0.44,4,1,9
6,"M Syafrizal","Sistem Pendukung Keputusan (Decisin Support System)",2010,"Data Manajemen dan Teknologi Informasi (DASI)","ojs.amikom.ac.id","http://ojs.amikom.ac.id/index.php/dasi/article/viewFile/38/24","https://scholar.google.com/scholar?cites=17296166350267365364&as_sdt=2005&sciodt=0,5&hl=en",12,"2019-03-27","PDF","","","",,,,,6,0.67,6,1,9
16,"I Meigarani, W Setiawan, LS Riza","Penggunaan Metode Bayesian Network dalam Sistem Pakar untuk Diagnosis Penyakit Leukimia",2010,"Bandung: Jurnal Universitas Pendidikan …","","","https://scholar.google.com/scholar?cites=2929158544549260297&as_sdt=2005&sciodt=0,5&hl=en",13,"2019-03-27","CITATION","","","",,,,,16,1.78,5,3,9
4,"F Damayanti","Pembangunan Aplikasi Sistem Pakar Diagnosis Jenis Alergi Dan Penanganannya Pada Penderita Alergi",2010,"","e-journal.uajy.ac.id","http://e-journal.uajy.ac.id/3360/","https://scholar.google.com/scholar?cites=9863302010176747557&as_sdt=2005&sciodt=0,5&hl=en",14,"2019-03-27","","","","",,,,,4,0.44,4,1,9
